Report Key,Entry Key,Report Name,Report ID,Transaction Date [Old],Transaction Date,Sent for Payment Date,Employee ID,Department Code,Department,Project Code,Legal Entity (Employee profile),Expense Type,Purpose,Vendor,Payment Type,Credit Card Account Key,Last Four Account Digits,Approved Amount (USD),Reporting Currency,Expense Amount (transaction currency),Transaction Currency,Approved Amount,Reimbursement Currency,Account Code 1,HCP Attendee,Exception Text,Month and Year,Cost Centre Lookup,GL Account,,
54418,588339,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 10, 2024","Mar 10, 2024","Mar 27, 2024",7236,65130,65130,,3115,Employee Meal - Dinner,Project Harmony Athlone Cutover Activities,SPICE INDIA,Bank of America Corporate Card,2969,5585,86.95,USD,77.13,EUR,67.63,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
52542,588353,March Expenses (01/03/2024),BC0E10DE535149519F36,"Mar 8, 2024","Mar 8, 2024","Mar 14, 2024",6745,66100,66100,,3120,Employee Meal - Lunch,Harmony phase 4a Athlone training,WH Smith Dublin Airpor,Bank of America Corporate Card,3454,5382,9.21,USD,8.2,EUR,7.19,GBP,620100,,,Mar-24, ERP Harmony,620100 - Employee Meals/Activities,,
54418,588365,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 10, 2024","Mar 10, 2024","Mar 27, 2024",7236,65130,65130,,3115,Public Transport,Project Harmony Athlone Cutover Activities,IRISH RAIL ATHLONE,Bank of America Corporate Card,2969,5585,23.23,USD,20.6,EUR,18.07,GBP,640800,,,Mar-24, IS Tech Ops and Quality,640800 - Automobile/Tolls/Parking,,
54418,588401,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 9, 2024","Mar 9, 2024","Mar 27, 2024",7236,65130,65130,,3115,Employee Meal - Dinner,Project Harmony Athlone Cutover Activities,ATHLONE SPRINGS HOTEL,Bank of America Corporate Card,2969,5585,113.94,USD,101.05,EUR,88.62,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
52542,588423,March Expenses (01/03/2024),BC0E10DE535149519F36,"Mar 8, 2024","Mar 8, 2024","Mar 14, 2024",6745,66100,66100,,3120,Car Rental,Harmony phase 4a Athlone training,Enterprise,Bank of America Corporate Card,3454,5382,-29.13,USD,-25.93,EUR,-22.74,GBP,640800,,,Mar-24, ERP Harmony,640800 - Automobile/Tolls/Parking,,
53047,589661,Mar-24,19C31125AE4D4E7591E1,"Mar 8, 2024","Mar 8, 2024","Mar 13, 2024",7298,65190,65190,,3115,Taxi,ISO27001 Audit,UBER    TRIP,Bank of America Corporate Card,2033,6056,2.24,USD,2,EUR,1.75,GBP,640800,,,Mar-24, IS InfoSec & Enterprise Architecture,640800 - Automobile/Tolls/Parking,,
53047,589662,Mar-24,19C31125AE4D4E7591E1,"Mar 8, 2024","Mar 8, 2024","Mar 13, 2024",7298,65190,65190,,3115,Employee Meal - Breakfast,ISO27001 Audit,MESPIL HOTEL,Bank of America Corporate Card,2033,6056,20.24,USD,18,EUR,15.8,GBP,620100,,,Mar-24, IS InfoSec & Enterprise Architecture,620100 - Employee Meals/Activities,,
53047,589663,Mar-24,19C31125AE4D4E7591E1,"Mar 8, 2024","Mar 8, 2024","Mar 13, 2024",7298,65190,65190,,3115,Taxi,ISO27001 Audit,UBR  PENDING.UBER.COM,Bank of America Corporate Card,2033,6056,39.02,USD,34.7,EUR,30.46,GBP,640800,,,Mar-24, IS InfoSec & Enterprise Architecture,640800 - Automobile/Tolls/Parking,,
53366,590728,Pharm Dev LT Mtg Dublin,F93C01BA5BC9417FA3AD,"Mar 4, 2024","Mar 4, 2024","Mar 14, 2024",6332,65130,65130,,3115,Hotel,Pharm Dev LT Mtg Dublin,THE DYLAN HOTEL,Bank of America Corporate Card,2967,3449,318.92,USD,287.38,EUR,252.02,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
53366,590729,Pharm Dev LT Mtg Dublin,F93C01BA5BC9417FA3AD,"Mar 5, 2024","Mar 5, 2024","Mar 14, 2024",6332,65130,65130,,3115,Hotel,Pharm Dev LT Mtg Dublin,THE DYLAN HOTEL,Bank of America Corporate Card,2967,3449,319.90,USD,287.38,EUR,252.03,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
53366,590730,Pharm Dev LT Mtg Dublin,F93C01BA5BC9417FA3AD,"Mar 6, 2024","Mar 6, 2024","Mar 14, 2024",6332,65130,65130,,3115,Hotel,Pharm Dev LT Mtg Dublin,THE DYLAN HOTEL,Bank of America Corporate Card,2967,3449,320.21,USD,287.38,EUR,252.03,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
53366,590731,Pharm Dev LT Mtg Dublin,F93C01BA5BC9417FA3AD,"Mar 7, 2024","Mar 7, 2024","Mar 14, 2024",6332,65130,65130,,3115,Hotel,Pharm Dev LT Mtg Dublin,THE DYLAN HOTEL,Bank of America Corporate Card,2967,3449,320.91,USD,287.38,EUR,252.03,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
53366,590732,Pharm Dev LT Mtg Dublin,F93C01BA5BC9417FA3AD,"Mar 8, 2024","Mar 8, 2024","Mar 14, 2024",6332,65130,65130,,3115,Employee Meal - Lunch,Pharm Dev LT Mtg Dublin,BUTLERS CHOCOLATES CAF,Bank of America Corporate Card,2967,3449,8.31,USD,7.4,EUR,6.49,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53366,590733,Pharm Dev LT Mtg Dublin,F93C01BA5BC9417FA3AD,"Mar 8, 2024","Mar 8, 2024","Mar 14, 2024",6332,65130,65130,,3115,Taxi,Pharm Dev LT Mtg Dublin,TAXI RECEIPT,Bank of America Corporate Card,2967,3449,56.23,USD,50,EUR,43.9,GBP,640800,,,Mar-24, IS Tech Ops and Quality,640800 - Automobile/Tolls/Parking,,
53366,590762,Pharm Dev LT Mtg Dublin,F93C01BA5BC9417FA3AD,"Mar 7, 2024","Mar 7, 2024","Mar 14, 2024",6332,65130,65130,,3115,Employee Meal - Dinner,Pharm Dev LT Mtg Dublin,BURGER KING BAGGOTT BR,Bank of America Corporate Card,2967,3449,3.62,USD,3.25,EUR,2.84,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53366,590763,Pharm Dev LT Mtg Dublin,F93C01BA5BC9417FA3AD,"Mar 7, 2024","Mar 7, 2024","Mar 14, 2024",6332,65130,65130,,3115,Employee Meal - Dinner,Pharm Dev LT Mtg Dublin,BURGER KING BAGGOTT BR,Bank of America Corporate Card,2967,3449,13.14,USD,11.75,EUR,10.32,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53383,591022,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 10, 2024","Mar 10, 2024","Mar 27, 2024",6777,65130,65130,,3115,Business Meal - Lunch,Phase 4 Project Harmony Cut Over,SumUp   Spill the Bean,Bank of America Corporate Card,3888,147,19.50,USD,17.3,EUR,15.17,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53383,591024,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 8, 2024","Mar 8, 2024","Mar 27, 2024",6777,65130,65130,,3115,Business Meal - Dinner,Phase 4 Project Harmony Cut Over,ATHLONE SPRINGS HOTEL,Bank of America Corporate Card,3888,147,123.57,USD,110,EUR,96.47,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53383,591027,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 10, 2024","Mar 10, 2024","Mar 27, 2024",6777,65130,65130,,3115,Hotel,Phase 4 Project Harmony Cut Over,Sheraton,Bank of America Corporate Card,3888,147,166.88,USD,148,EUR,129.8,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
53383,591028,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 11, 2024","Mar 11, 2024","Mar 27, 2024",6777,65130,65130,,3115,Hotel,Phase 4 Project Harmony Cut Over,Sheraton,Bank of America Corporate Card,3888,147,166.76,USD,148,EUR,129.79,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
53383,591029,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 12, 2024","Mar 12, 2024","Mar 27, 2024",6777,65130,65130,,3115,Hotel,Phase 4 Project Harmony Cut Over,Sheraton,Bank of America Corporate Card,3888,147,166.29,USD,148,EUR,129.79,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
53383,591030,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 13, 2024","Mar 13, 2024","Mar 27, 2024",6777,65130,65130,,3115,Hotel,Phase 4 Project Harmony Cut Over,Sheraton,Bank of America Corporate Card,3888,147,166.04,USD,148,EUR,129.79,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
53383,591031,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 14, 2024","Mar 14, 2024","Mar 27, 2024",6777,65130,65130,,3115,Hotel,Phase 4 Project Harmony Cut Over,Sheraton,Bank of America Corporate Card,3888,147,166.12,USD,148,EUR,129.79,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
52542,591033,March Expenses (01/03/2024),BC0E10DE535149519F36,"Mar 4, 2024","Mar 4, 2024","Mar 14, 2024",6745,66100,66100,,3120,Employee Meal - Breakfast,Harmony phase 4a Athlone training,SHERATON ATHLONE,Bank of America Corporate Card,3454,5382,12.24,USD,11,EUR,9.67,GBP,620100,,,Mar-24, ERP Harmony,620100 - Employee Meals/Activities,,
52542,591034,March Expenses (01/03/2024),BC0E10DE535149519F36,"Mar 5, 2024","Mar 5, 2024","Mar 14, 2024",6745,66100,66100,,3120,Employee Meal - Breakfast,Harmony phase 4a Athlone training,SHERATON ATHLONE,Bank of America Corporate Card,3454,5382,12.27,USD,11,EUR,9.67,GBP,620100,,,Mar-24, ERP Harmony,620100 - Employee Meals/Activities,,
52542,591035,March Expenses (01/03/2024),BC0E10DE535149519F36,"Mar 6, 2024","Mar 6, 2024","Mar 14, 2024",6745,66100,66100,,3120,Employee Meal - Breakfast,Harmony phase 4a Athlone training,SHERATON ATHLONE,Bank of America Corporate Card,3454,5382,12.29,USD,11,EUR,9.67,GBP,620100,,,Mar-24, ERP Harmony,620100 - Employee Meals/Activities,,
52542,591036,March Expenses (01/03/2024),BC0E10DE535149519F36,"Mar 7, 2024","Mar 7, 2024","Mar 14, 2024",6745,66100,66100,,3120,Employee Meal - Breakfast,Harmony phase 4a Athlone training,SHERATON ATHLONE,Bank of America Corporate Card,3454,5382,12.31,USD,11,EUR,9.67,GBP,620100,,,Mar-24, ERP Harmony,620100 - Employee Meals/Activities,,
53383,592047,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 11, 2024","Mar 11, 2024","Mar 27, 2024",6777,65130,65130,,3115,Business Meal - Dinner,Phase 4 Project Harmony Cut Over,Marriott Hotels,Bank of America Corporate Card,3888,147,87.28,USD,77.65,EUR,67.93,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53383,592048,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 11, 2024","Mar 11, 2024","Mar 27, 2024",6777,65130,65130,,3115,Business Meal - Lunch,Phase 4 Project Harmony Cut Over,SUPERVALU,Bank of America Corporate Card,3888,147,16.66,USD,14.8,EUR,12.97,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
54418,593529,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 12, 2024","Mar 12, 2024","Mar 27, 2024",7236,65130,65130,,3115,Employee Meal - Breakfast,Project Harmony Athlone Cutover Activities,SUPERVALU,Bank of America Corporate Card,2969,5585,19.14,USD,17.08,EUR,14.94,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53383,594117,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 12, 2024","Mar 12, 2024","Mar 27, 2024",6777,65130,65130,,3115,Business Meal - Dinner,Phase 4 Project Harmony Cut Over,Marriott Hotels,Bank of America Corporate Card,3888,147,87.26,USD,77.65,EUR,68.11,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53383,595405,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 13, 2024","Mar 13, 2024","Mar 27, 2024",6777,65130,65130,,3115,Business Meal - Lunch,Phase 4 Project Harmony Cut Over,SUPERVALU,Bank of America Corporate Card,3888,147,17.09,USD,15.24,EUR,13.36,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
54418,597602,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 15, 2024","Mar 15, 2024","Mar 27, 2024",7236,65130,65130,,3115,Tolls/Road Charges,Project Harmony Athlone Cutover Activities,EUROLINK MOTORWAY M4,Bank of America Corporate Card,2969,5585,3.80,USD,3.4,EUR,2.98,GBP,640800,,,Mar-24, IS Tech Ops and Quality,640800 - Automobile/Tolls/Parking,,
54418,597649,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 15, 2024","Mar 15, 2024","Mar 27, 2024",7236,65130,65130,,3115,Employee Meal - Dinner,Project Harmony Athlone Cutover Activities,Servy TheFallow,Bank of America Corporate Card,2969,5585,62.84,USD,56.16,EUR,49.28,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53383,598339,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 15, 2024","Mar 15, 2024","Mar 27, 2024",6777,65130,65130,,3115,Car Rental,Phase 4 Project Harmony Cut Over,Avis,Bank of America Corporate Card,3888,147,932.45,USD,834.35,EUR,731.28,GBP,640800,,,Mar-24, IS Tech Ops and Quality,640800 - Automobile/Tolls/Parking,,
53383,598340,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 15, 2024","Mar 15, 2024","Mar 27, 2024",6777,65130,65130,,3115,Fuel,Phase 4 Project Harmony Cut Over,CERTA DUBLIN AIRPORT,Bank of America Corporate Card,3888,147,48.90,USD,43.76,EUR,38.35,GBP,640800,,,Mar-24, IS Tech Ops and Quality,640800 - Automobile/Tolls/Parking,,
53383,598341,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 14, 2024","Mar 14, 2024","Mar 27, 2024",6777,65130,65130,,3115,Business Meal - Lunch,Phase 4 Project Harmony Cut Over,SUPERVALU,Bank of America Corporate Card,3888,147,14.08,USD,12.55,EUR,11,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53383,598342,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 14, 2024","Mar 14, 2024","Mar 27, 2024",6777,65130,65130,,3115,Business Meal - Dinner,Phase 4 Project Harmony Cut Over,Marriott Hotels,Bank of America Corporate Card,3888,147,14.59,USD,13,EUR,11.4,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
53383,598343,Phase 4 Project Harmony Cut Over,7190FBBD215241A4847A,"Mar 14, 2024","Mar 14, 2024","Mar 27, 2024",6777,65130,65130,,3115,Employee Meal - Dinner,Phase 4 Project Harmony Cut Over,II COLOSSEO,Bank of America Corporate Card,3888,147,101.09,USD,90,EUR,78.98,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
51273,600982,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 18, 2024","Mar 18, 2024","Mar 28, 2024",7026,65130,65130,,3115,Tolls/Road Charges,Harmony Athlone Go-Live,EUROLINK MOTORWAY M4,Bank of America Corporate Card,3052,9796,3.79,USD,3.4,EUR,2.98,GBP,640800,,,Mar-24, IS Tech Ops and Quality,640800 - Automobile/Tolls/Parking,,
51273,600986,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 18, 2024","Mar 18, 2024","Mar 28, 2024",7026,65130,65130,,3115,Hotel,Harmony Athlone Go-Live,Marriott Hotels,Bank of America Corporate Card,3052,9796,224.34,USD,201,EUR,176.17,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
51273,600987,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 19, 2024","Mar 19, 2024","Mar 28, 2024",7026,65130,65130,,3115,Hotel,Harmony Athlone Go-Live,Marriott Hotels,Bank of America Corporate Card,3052,9796,224.20,USD,201,EUR,176.17,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
51273,600988,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 20, 2024","Mar 20, 2024","Mar 28, 2024",7026,65130,65130,,3115,Hotel,Harmony Athlone Go-Live,Marriott Hotels,Bank of America Corporate Card,3052,9796,224.11,USD,201,EUR,176.17,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
51273,600990,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 19, 2024","Mar 19, 2024","Mar 28, 2024",7026,65130,65130,,3115,Employee Meal - Breakfast,Harmony Athlone Go-Live,Marriott Hotels,Bank of America Corporate Card,3052,9796,12.27,USD,11,EUR,9.64,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
51273,600992,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 20, 2024","Mar 20, 2024","Mar 28, 2024",7026,65130,65130,,3115,Employee Meal - Breakfast,Harmony Athlone Go-Live,Marriott Hotels,Bank of America Corporate Card,3052,9796,12.26,USD,11,EUR,9.64,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
51273,600993,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 21, 2024","Mar 21, 2024","Mar 28, 2024",7026,65130,65130,,3115,Employee Meal - Breakfast,Harmony Athlone Go-Live,Marriott Hotels,Bank of America Corporate Card,3052,9796,12.33,USD,11,EUR,9.64,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
51273,605555,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 21, 2024","Mar 21, 2024","Mar 28, 2024",7026,65130,65130,,3115,Employee Meal - Dinner,Harmony Athlone Go-Live,28393011 - DUB THE MEZ,Bank of America Corporate Card,3052,9796,7.18,USD,6.4,EUR,5.61,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
51273,605556,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 21, 2024","Mar 21, 2024","Mar 28, 2024",7026,65130,65130,,3115,Tolls/Road Charges,Harmony Athlone Go-Live,EUROLINK MOTORWAY M4,Bank of America Corporate Card,3052,9796,3.81,USD,3.4,EUR,2.98,GBP,640800,,,Mar-24, IS Tech Ops and Quality,640800 - Automobile/Tolls/Parking,,
51273,605557,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 21, 2024","Mar 21, 2024","Mar 28, 2024",7026,65130,65130,,3115,Tolls/Road Charges,Harmony Athlone Go-Live,EFLOW.IE,Bank of America Corporate Card,3052,9796,4.14,USD,3.7,EUR,3.24,GBP,640800,,,Mar-24, IS Tech Ops and Quality,640800 - Automobile/Tolls/Parking,,
51273,605558,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 21, 2024","Mar 21, 2024","Mar 28, 2024",7026,65130,65130,,3115,Fuel,Harmony Athlone Go-Live,CIRCLE K DUBLIN AIRPOR,Bank of America Corporate Card,3052,9796,37.51,USD,33.42,EUR,29.32,GBP,640800,,,Mar-24, IS Tech Ops and Quality,640800 - Automobile/Tolls/Parking,,
51273,605559,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 21, 2024","Mar 21, 2024","Mar 28, 2024",7026,65130,65130,,3115,Employee Meal - Dinner,Harmony Athlone Go-Live,28393011 - DUB THE MEZ,Bank of America Corporate Card,3052,9796,7.18,USD,6.4,EUR,5.61,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
51273,605560,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 20, 2024","Mar 20, 2024","Mar 28, 2024",7026,65130,65130,,3115,Employee Meal - Dinner,Harmony Athlone Go-Live,DEAD CENTRE BREWING CO,Bank of America Corporate Card,3052,9796,7.24,USD,6.5,EUR,5.69,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
51273,605561,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 20, 2024","Mar 20, 2024","Mar 28, 2024",7026,65130,65130,,3115,Business Meal - Dinner,Harmony Athlone Go-Live,DEAD CENTRE BREWING CO,Bank of America Corporate Card,3052,9796,379.53,USD,340,EUR,298.34,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
51273,609078,Harmony Athlone Go-live,1D6A73530C554F29AB13,"Mar 21, 2024","Mar 21, 2024","Mar 28, 2024",7026,65130,65130,,3115,Car Rental,Harmony Athlone Go-Live,Avis,Bank of America Corporate Card,3052,9796,443.97,USD,395.97,EUR,347.05,GBP,640800,,,Mar-24, IS Tech Ops and Quality,640800 - Automobile/Tolls/Parking,,
54418,609116,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 10, 2024","Mar 10, 2024","Mar 27, 2024",7236,65130,65130,,3115,Hotel,Project Harmony Athlone Cutover Activities,Marriott Hotels,Bank of America Corporate Card,2969,5585,157.86,USD,140,EUR,122.78,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
54418,609117,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 11, 2024","Mar 11, 2024","Mar 27, 2024",7236,65130,65130,,3115,Hotel,Project Harmony Athlone Cutover Activities,Marriott Hotels,Bank of America Corporate Card,2969,5585,157.76,USD,140,EUR,122.78,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
54418,609118,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 12, 2024","Mar 12, 2024","Mar 27, 2024",7236,65130,65130,,3115,Hotel,Project Harmony Athlone Cutover Activities,Marriott Hotels,Bank of America Corporate Card,2969,5585,168.54,USD,150,EUR,131.55,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
54418,609119,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 13, 2024","Mar 13, 2024","Mar 27, 2024",7236,65130,65130,,3115,Hotel,Project Harmony Athlone Cutover Activities,Marriott Hotels,Bank of America Corporate Card,2969,5585,162.69,USD,145.01,EUR,127.17,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
54418,609120,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 14, 2024","Mar 14, 2024","Mar 27, 2024",7236,65130,65130,,3115,Hotel,Project Harmony Athlone Cutover Activities,Marriott Hotels,Bank of America Corporate Card,2969,5585,196.40,USD,174.99,EUR,153.45,GBP,640300,,,Mar-24, IS Tech Ops and Quality,640300 - Lodging,,
54418,609121,Project Harmony Athlone Cutover,BAB19040DEAF4A7AA754,"Mar 10, 2024","Mar 10, 2024","Mar 27, 2024",7236,65130,65130,,3115,Business Meal - Lunch,Project Harmony Athlone Cutover Activities,Marriott Hotels,Bank of America Corporate Card,2969,5585,157.86,USD,140,EUR,122.78,GBP,620100,,,Mar-24, IS Tech Ops and Quality,620100 - Employee Meals/Activities,,
46457,511145,January Expenses (01/01/2024),11EF38A7FFBD42598A8C,"Jan 4, 2024","Jan 4, 2024","Mar 7, 2024",7067,65120,65120,,3115,Airfare,Carlsbad ISLT,American Airlines,Bank of America Corporate Card,1838,4646,10405.32,USD,"8,214.89",GBP,"8,214.89",GBP,640100,,"Report over 10k, please review",Mar-24," IS Strategy, Ops & Compliance",640100 - Airfare/Rail,,
46457,512750,January Expenses (01/01/2024),11EF38A7FFBD42598A8C,"Jan 4, 2024","Jan 4, 2024","Mar 7, 2024",7067,65120,65120,,3115,Agency Booking Fees,Carlsbad ISLT,THE TRAVE 451370703,Bank of America Corporate Card,1838,4646,10.45,USD,8.25,GBP,8.25,GBP,780700,,"Report over 10k, please review",Mar-24," IS Strategy, Ops & Compliance",780700 - Other Misc Expense,,
46457,516490,January Expenses (01/01/2024),11EF38A7FFBD42598A8C,"Jan 11, 2024","Jan 11, 2024","Mar 7, 2024",7067,65120,65120,,3115,Agency Booking Fees,Carlsbad ISLT,THE TRAVE 481356613,Bank of America Corporate Card,1838,4646,5.50,USD,4.32,GBP,4.32,GBP,780700,,"Report over 10k, please review",Mar-24," IS Strategy, Ops & Compliance",780700 - Other Misc Expense,,
46457,525801,January Expenses (01/01/2024),11EF38A7FFBD42598A8C,"Jan 24, 2024","Jan 24, 2024","Mar 7, 2024",7067,65120,65120,,3115,Parking,Strategy & Operations Meeting,QUEEN ANNE TERRACE CAR,Bank of America Corporate Card,1838,4646,2.16,USD,1.7,GBP,1.7,GBP,640800,,"Report over 10k, please review",Mar-24," IS Strategy, Ops & Compliance",640800 - Automobile/Tolls/Parking,,
46457,528944,January Expenses (01/01/2024),11EF38A7FFBD42598A8C,"Jan 26, 2024","Jan 26, 2024","Mar 7, 2024",7067,65120,65120,,3115,Train,Strategy & Operations Meeting,GN SANDY SST,Bank of America Corporate Card,1838,4646,66.98,USD,52.7,GBP,52.7,GBP,640100,,"Report over 10k, please review",Mar-24," IS Strategy, Ops & Compliance",640100 - Airfare/Rail,,
48931,533453,January Expenses (01/01/2024),3BE8D9865C7B47868537,"Jan 31, 2024","Jan 31, 2024","Mar 7, 2024",6914,66100,66100,,3120,Airfare,Harmony Athlone cut over planning,British Airways,Bank of America Corporate Card,3287,2418,327.44,USD,257.84,GBP,257.84,GBP,640100,,,Mar-24, ERP Harmony,640100 - Airfare/Rail,,
48931,533474,January Expenses (01/01/2024),3BE8D9865C7B47868537,"Jan 30, 2024","Jan 30, 2024","Mar 7, 2024",6914,66100,66100,,3120,Agency Booking Fees,Harmony Athlone cut over planning,THE TRAVE 451403065,Bank of America Corporate Card,3287,2418,10.49,USD,8.25,GBP,8.25,GBP,780700,,,Mar-24, ERP Harmony,780700 - Other Misc Expense,,
49072,534468,February Expenses (01/02/2024),02F4258644DB41D79D6C,"Feb 1, 2024","Feb 1, 2024","Mar 7, 2024",6914,66100,66100,,3120,Parking,Harmony Athlone cut over planning,HEATHROW AIRPORT,Bank of America Corporate Card,3287,2418,179.39,USD,141.4,GBP,141.4,GBP,640800,,,Mar-24, ERP Harmony,640800 - Automobile/Tolls/Parking,,
49072,543520,February Expenses (01/02/2024),02F4258644DB41D79D6C,"Feb 5, 2024","Feb 5, 2024","Mar 7, 2024",6914,66100,66100,,3120,Employee Meal - Breakfast,Harmony Athlone cut over planning,WH Smith Heathrow T5,Bank of America Corporate Card,3287,2418,6.95,USD,5.5,GBP,5.5,GBP,620100,,,Mar-24, ERP Harmony,620100 - Employee Meals/Activities,,
50302,549133,S2P February Expenses,038D1CB13C5E49BFB5DC,"Feb 11, 2024","Feb 11, 2024","Mar 5, 2024",7376,65180,65180,,3115,Taxi,S2P R2 Go-Live,UBER    TRIP,Bank of America Corporate Card,2872,5728,55.53,USD,43.98,GBP,43.98,GBP,640800,,,Mar-24, IS Corporate,640800 - Automobile/Tolls/Parking,,
